,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,ofav_gene,contrast,contrast_gene,name,description,contrast_id
558,21.55242951,22.44641382,4.001910826,5.608924036,2.04E-08,2.59E-06,LOC110058814,2,2_LOC110058814,LOC110058814,uncharacterized LOC110058814, D_EE_D_D_EE_H
683,25.09551566,22.47221473,2.074231079,10.8339977,2.38E-27,7.55E-24,LOC110048046,4,4_LOC110048046,LOC110048046,uncharacterized LOC110048046, C_PE_H_C_EE_H
544,25.59595167,22.48691055,3.868306777,5.813114587,6.13E-09,8.78E-07,LOC110050932,2,2_LOC110050932,LOC110050932,"gelsolin-like protein 2, transcript variant X2", D_EE_D_D_EE_H
472,94.06311702,22.50301103,2.936904067,7.662153926,1.83E-14,7.45E-12,LOC110068557,2,2_LOC110068557,LOC110068557,"uncharacterized LOC110068557, transcript variant X1", D_EE_D_D_EE_H
177,16.41155067,22.5277558,4.605071684,4.891944653,9.98E-07,8.96E-05,LOC110063159,1,1_LOC110063159,LOC110063159,"melanocortin receptor 5-like, transcript variant X2", C_EE_H_D_EE_H
377,7.805843487,22.53439019,6.45575352,3.490590234,0.000481955,0.020314971,LOC110047367,1,1_LOC110047367,LOC110047367,L-rhamnose-binding lectin CSL3-like, C_EE_H_D_EE_H
13,38.9276213,22.5355332,3.016505388,7.4707419,7.97E-14,9.75E-11,LOC110069312,1,1_LOC110069312,LOC110069312,"soluble guanylate cyclase gcy-33-like, transcript variant X4", C_EE_H_D_EE_H
121,24.15692469,22.54073024,4.196852186,5.370865887,7.84E-08,1.03E-05,LOC110057963,1,1_LOC110057963,LOC110057963,ETS-related transcription factor Elf-4-like, C_EE_H_D_EE_H
937,7.017672967,22.57339757,3.957307928,5.70423075,1.17E-08,7.17E-07,LOC110069479,4,4_LOC110069479,LOC110069479,uncharacterized LOC110069479, C_PE_H_C_EE_H
28,29.8447607,22.59903047,3.426540792,6.595290073,4.24E-11,2.41E-08,LOC110050596,1,1_LOC110050596,LOC110050596,uncharacterized LOC110050596, C_EE_H_D_EE_H
337,24.02258658,22.60440255,6.06729709,3.72561327,0.000194841,0.009187588,LOC110040087,1,1_LOC110040087,LOC110040087,uncharacterized LOC110040087, C_EE_H_D_EE_H
466,53.27857963,22.61503798,2.900411364,7.797182929,6.33E-15,3.05E-12,LOC110041920,2,2_LOC110041920,LOC110041920,"uncharacterized LOC110041920, transcript variant X2", D_EE_D_D_EE_H
1,99.08634905,22.71348917,2.261912034,10.04172082,9.99E-24,7.94E-20,LOC110046011,1,1_LOC110046011,LOC110046011,DNA-directed RNA polymerase I subunit RPA43-like, C_EE_H_D_EE_H
493,154.7011407,22.7278874,3.302741942,6.88152081,5.92E-12,1.57E-09,LOC110056271,2,2_LOC110056271,LOC110056271,group XV phospholipase A2-like, D_EE_D_D_EE_H
225,27.5389078,22.73165609,4.994678831,4.551174733,5.33E-06,0.000376774,LOC110043600,1,1_LOC110043600,LOC110043600,uncharacterized LOC110043600, C_EE_H_D_EE_H
935,5.79270713,22.73645201,3.976637258,5.717507163,1.08E-08,6.68E-07,KEG21_p09,4,4_KEG21_p09,NA,NA,NA
909,6.064260233,22.76120901,3.842982645,5.922797764,3.17E-09,2.18E-07,LOC110057889,4,4_LOC110057889,LOC110057889,uncharacterized LOC110057889, C_PE_H_C_EE_H
834,11.2104492,22.78925472,3.36114016,6.780215532,1.20E-11,1.22E-09,LOC110056412,4,4_LOC110056412,LOC110056412,"transcriptional activator Myb-like, transcript variant X2", C_PE_H_C_EE_H
555,17.17787919,22.79743015,4.049911816,5.629117667,1.81E-08,2.36E-06,LOC110069424,2,2_LOC110069424,LOC110069424,AMMECR1-like protein, D_EE_D_D_EE_H
51,36.18975587,22.80751526,3.691931113,6.177665446,6.51E-10,2.07E-07,LOC110062895,1,1_LOC110062895,LOC110062895,uncharacterized LOC110062895, C_EE_H_D_EE_H
126,21.36606775,22.85346464,4.288515944,5.328991413,9.88E-08,1.24E-05,LOC110049853,1,1_LOC110049853,LOC110049853,laccase-4-like, C_EE_H_D_EE_H
435,68.39467854,22.85658536,2.14086783,10.67631782,1.31E-26,1.04E-22,LOC110063807,2,2_LOC110063807,LOC110063807,uncharacterized LOC110063807, D_EE_D_D_EE_H
101,12.83289327,22.88514831,4.115276872,5.561022752,2.68E-08,4.22E-06,LOC110065341,1,1_LOC110065341,LOC110065341,COMM domain-containing protein 6-like, C_EE_H_D_EE_H
770,10.64345402,22.89682423,2.957924584,7.740841111,9.88E-15,1.71E-12,LOC110067285,4,4_LOC110067285,LOC110067285,E3 ubiquitin-protein ligase TRIM71-like, C_PE_H_C_EE_H
1037,2.774947465,22.90914635,5.692075025,4.024744271,5.70E-05,0.002524733,LOC110066663,4,4_LOC110066663,LOC110066663,substance-P receptor-like, C_PE_H_C_EE_H
583,32.18545167,22.91063875,4.504687135,5.085955597,3.66E-07,3.88E-05,LOC110050594,2,2_LOC110050594,LOC110050594,uncharacterized LOC110050594, D_EE_D_D_EE_H
579,20.50363394,22.93493307,4.44774782,5.156527304,2.52E-07,2.74E-05,LOC110056626,2,2_LOC110056626,LOC110056626,uncharacterized LOC110056626, D_EE_D_D_EE_H
328,10.02627736,23.01157469,6.079008001,3.785416088,0.000153452,0.00743445,LOC110046269,1,1_LOC110046269,LOC110046269,potassium voltage-gated channel subfamily D member 3-like, C_EE_H_D_EE_H
1036,2.836407161,23.11907233,5.691888679,4.06175764,4.87E-05,0.002161914,LOC110041560,4,4_LOC110041560,LOC110041560,uncharacterized LOC110041560, C_PE_H_C_EE_H
166,12.94699175,23.13902135,4.660573323,4.964844398,6.88E-07,6.50E-05,LOC110044614,1,1_LOC110044614,LOC110044614,"E3 ubiquitin-protein ligase MIB2-like, transcript variant X4", C_EE_H_D_EE_H
662,8.895019662,23.18352497,2.406140826,9.635148832,5.68E-22,1.50E-18,LOC110069668,3,3_LOC110069668,LOC110069668,FH protein interacting protein FIP2-like, C_PE_D_D_EE_D
848,11.33126496,23.19056465,3.477717765,6.668328546,2.59E-11,2.42E-09,LOC110051644,4,4_LOC110051644,LOC110051644,proline-rich transmembrane protein 4-like, C_PE_H_C_EE_H
481,35.97919054,23.20072797,3.199530857,7.251290581,4.13E-13,1.39E-10,LOC110050669,2,2_LOC110050669,LOC110050669,uncharacterized LOC110050669, D_EE_D_D_EE_H
451,93.77131507,23.20152284,2.658090307,8.728643558,2.58E-18,2.28E-15,LOC110045208,2,2_LOC110045208,LOC110045208,uncharacterized LOC110045208, D_EE_D_D_EE_H
30,25.62765889,23.23849683,3.539170122,6.566086407,5.17E-11,2.74E-08,LOC110060042,1,1_LOC110060042,LOC110060042,uncharacterized LOC110060042, C_EE_H_D_EE_H
974,4.90343338,23.25481622,4.436654567,5.241520579,1.59E-07,8.55E-06,LOC110047908,4,4_LOC110047908,LOC110047908,tuftelin-interacting protein 11-like, C_PE_H_C_EE_H
22,45.42158988,23.25726759,3.450892664,6.739493185,1.59E-11,1.15E-08,LOC110066954,1,1_LOC110066954,LOC110066954,gamma-glutamyltranspeptidase 1-like, C_EE_H_D_EE_H
434,99.08634905,23.298105,2.086003502,11.16877559,5.80E-29,9.21E-25,LOC110046011,2,2_LOC110046011,LOC110046011,DNA-directed RNA polymerase I subunit RPA43-like, D_EE_D_D_EE_H
67,25.67031368,23.31907083,3.847606804,6.060668881,1.36E-09,3.22E-07,LOC110050439,1,1_LOC110050439,LOC110050439,"uncharacterized LOC110050439, transcript variant X1", C_EE_H_D_EE_H
853,6.893914303,23.32345189,3.539269978,6.589904708,4.40E-11,4.00E-09,LOC110052767,4,4_LOC110052767,LOC110052767,mediator of RNA polymerase II transcription subunit 4-like, C_PE_H_C_EE_H
91,12.9046043,23.32618646,4.083769275,5.711925648,1.12E-08,1.95E-06,LOC110051046,1,1_LOC110051046,LOC110051046,"sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1-like", C_EE_H_D_EE_H
1035,12.89491213,23.33347706,5.691718268,4.099548846,4.14E-05,0.001842627,LOC110065162,4,4_LOC110065162,LOC110065162,uncharacterized LOC110065162, C_PE_H_C_EE_H
260,11.17590464,23.37262232,5.511546672,4.240664865,2.23E-05,0.001362095,LOC110040336,1,1_LOC110040336,LOC110040336,RYamide receptor-like, C_EE_H_D_EE_H
967,3.540863784,23.38377385,4.394737571,5.320857839,1.03E-07,5.68E-06,LOC110040934,4,4_LOC110040934,LOC110040934,"malectin-like, transcript variant X2", C_PE_H_C_EE_H
132,18.04025383,23.43597316,4.434549266,5.284860254,1.26E-07,1.51E-05,LOC110050267,1,1_LOC110050267,LOC110050267,dopamine receptor 2-like, C_EE_H_D_EE_H
3,86.08451211,23.43609389,2.569696751,9.120178824,7.50E-20,3.97E-16,LOC110064269,1,1_LOC110064269,LOC110064269,uncharacterized LOC110064269, C_EE_H_D_EE_H
374,104.9632647,23.43786385,6.680055318,3.508633198,0.000450416,0.019137847,LOC110055865,1,1_LOC110055865,LOC110055865,uncharacterized LOC110055865, C_EE_H_D_EE_H
2,68.39467854,23.45456122,2.323731955,10.09348826,5.90E-24,7.94E-20,LOC110063807,1,1_LOC110063807,LOC110063807,uncharacterized LOC110063807, C_EE_H_D_EE_H
438,86.08451211,23.4579183,2.358211644,9.947333759,2.59E-23,8.90E-20,LOC110064269,2,2_LOC110064269,LOC110064269,uncharacterized LOC110064269, D_EE_D_D_EE_H
895,13.12740735,23.46715247,3.8181718,6.146175106,7.94E-10,5.81E-08,LOC110056551,4,4_LOC110056551,LOC110056551,uncharacterized LOC110056551, C_PE_H_C_EE_H
105,51.97633798,23.49990827,4.263355922,5.512068123,3.55E-08,5.32E-06,LOC110055756,1,1_LOC110055756,LOC110055756,coadhesin-like, C_EE_H_D_EE_H
308,37.57959409,23.5100388,5.934231402,3.961766438,7.44E-05,0.003838466,LOC110060083,1,1_LOC110060083,LOC110060083,uncharacterized LOC110060083, C_EE_H_D_EE_H
31,28.84133085,23.54680651,3.596723281,6.546738427,5.88E-11,3.01E-08,LOC110055559,1,1_LOC110055559,LOC110055559,RYamide receptor-like, C_EE_H_D_EE_H
822,11.70365102,23.59765404,3.422138067,6.895587957,5.36E-12,5.92E-10,LOC110054739,4,4_LOC110054739,LOC110054739,"E3 ubiquitin-protein ligase DZIP3-like, transcript variant X2", C_PE_H_C_EE_H
968,9.145920061,23.63978587,4.460642375,5.299637112,1.16E-07,6.36E-06,LOC110040078,4,4_LOC110040078,LOC110040078,igLON family member 5-like, C_PE_H_C_EE_H
8,93.77131507,23.6440318,2.907485565,8.132123537,4.22E-16,8.38E-13,LOC110045208,1,1_LOC110045208,LOC110045208,uncharacterized LOC110045208, C_EE_H_D_EE_H
441,111.9625751,23.65936605,2.49106161,9.497704092,2.15E-21,4.26E-18,LOC110066286,2,2_LOC110066286,LOC110066286,nucleotide pyrophosphatase/phosphodiesterase-like, D_EE_D_D_EE_H
860,11.66332484,23.69289826,3.630322565,6.526389278,6.74E-11,5.88E-09,LOC110064897,4,4_LOC110064897,LOC110064897,uncharacterized LOC110064897, C_PE_H_C_EE_H
14,94.06311702,23.74698662,3.220524953,7.37363845,1.66E-13,1.88E-10,LOC110068557,1,1_LOC110068557,LOC110068557,"uncharacterized LOC110068557, transcript variant X1", C_EE_H_D_EE_H
971,6.934106926,23.8194205,4.536102618,5.251076201,1.51E-07,8.20E-06,LOC110041059,4,4_LOC110041059,LOC110041059,uncharacterized LOC110041059, C_PE_H_C_EE_H
864,14.25815306,23.85704961,3.67618165,6.48962752,8.60E-11,7.35E-09,LOC110041693,4,4_LOC110041693,LOC110041693,uncharacterized LOC110041693, C_PE_H_C_EE_H
802,8.282118539,23.94282229,3.345096564,7.157587781,8.21E-13,1.05E-10,LOC110066452,4,4_LOC110066452,LOC110066452,ketosamine-3-kinase-like, C_PE_H_C_EE_H
459,57.05291101,23.98098644,2.970711413,8.072472583,6.89E-16,4.21E-13,LOC110055245,2,2_LOC110055245,LOC110055245,"uncharacterized LOC110055245, transcript variant X1", D_EE_D_D_EE_H
5,111.9625751,24.040316,2.719421828,8.840230581,9.55E-19,3.04E-15,LOC110066286,1,1_LOC110066286,LOC110066286,nucleotide pyrophosphatase/phosphodiesterase-like, C_EE_H_D_EE_H
846,7.78277475,24.0701339,3.605622104,6.67572286,2.46E-11,2.32E-09,LOC110051965,4,4_LOC110051965,LOC110051965,isocitrate lyase-like, C_PE_H_C_EE_H
764,9.791189206,24.09294916,3.066436392,7.856986444,3.93E-15,7.27E-13,LOC110063755,4,4_LOC110063755,LOC110063755,"uncharacterized LOC110063755, transcript variant X4", C_PE_H_C_EE_H
4,64.14445028,24.16830794,2.70757252,8.926190438,4.41E-19,1.75E-15,LOC110065252,1,1_LOC110065252,LOC110065252,"CAP-Gly domain-containing linker protein 1-like, transcript variant X2", C_EE_H_D_EE_H
758,14.20331274,24.20367264,3.064488726,7.898111172,2.83E-15,5.59E-13,LOC110051454,4,4_LOC110051454,LOC110051454,"battenin-like, transcript variant X1", C_PE_H_C_EE_H
743,18.14077939,24.21539274,2.951867671,8.203414057,2.34E-16,5.71E-14,LOC110060995,4,4_LOC110060995,LOC110060995,uncharacterized LOC110060995, C_PE_H_C_EE_H
1023,1.480058076,24.34684122,5.692718424,4.276839185,1.90E-05,0.000873156,LOC110054247,4,4_LOC110054247,LOC110054247,"homeobox even-skipped homolog protein 2-like, transcript variant X2", C_PE_H_C_EE_H
687,12.21164038,24.36345271,2.301290252,10.58686651,3.43E-26,6.05E-23,LOC110054048,4,4_LOC110054048,LOC110054048,"uncharacterized protein YJR142W-like, transcript variant X1", C_PE_H_C_EE_H
784,28.94259676,24.3898488,3.256270033,7.490118619,6.88E-14,1.03E-11,LOC110067145,4,4_LOC110067145,LOC110067145,"uncharacterized LOC110067145, transcript variant X1", C_PE_H_C_EE_H
748,9.30582716,24.51863987,3.029569507,8.093110197,5.82E-16,1.32E-13,LOC110064317,4,4_LOC110064317,LOC110064317,"D(2) dopamine receptor A-like, transcript variant X2", C_PE_H_C_EE_H
886,9.95460717,24.52229598,3.918129613,6.258674012,3.88E-10,2.97E-08,LOC110060533,4,4_LOC110060533,LOC110060533,uncharacterized LOC110060533, C_PE_H_C_EE_H
20,154.7011407,24.58569767,3.630399811,6.772173577,1.27E-11,1.01E-08,LOC110056271,1,1_LOC110056271,LOC110056271,group XV phospholipase A2-like, C_EE_H_D_EE_H
596,27.06715273,24.59985508,5.068099884,4.853861536,1.21E-06,0.000118042,LOC110065968,2,2_LOC110065968,LOC110065968,vegetative cell wall protein gp1-like, D_EE_D_D_EE_H
713,21.53648162,24.61214903,2.769856326,8.885713243,6.35E-19,2.89E-16,LOC110056167,4,4_LOC110056167,LOC110056167,otolin-1-like, C_PE_H_C_EE_H
942,5.90195449,24.62369923,4.380782328,5.620845179,1.90E-08,1.14E-06,LOC110044082,4,4_LOC110044082,LOC110044082,uncharacterized LOC110044082, C_PE_H_C_EE_H
692,12.97299667,24.66423918,2.540006827,9.710304286,2.73E-22,3.09E-19,LOC110056455,4,4_LOC110056455,LOC110056455,trace amine-associated receptor 6-like, C_PE_H_C_EE_H
695,16.4199193,24.72308684,2.572700744,9.609779488,7.27E-22,6.80E-19,LOC110065467,4,4_LOC110065467,LOC110065467,"uncharacterized LOC110065467, transcript variant X4", C_PE_H_C_EE_H
925,8.156383219,24.86113303,4.300957869,5.780371207,7.45E-09,4.80E-07,LOC110050353,4,4_LOC110050353,LOC110050353,major facilitator superfamily domain-containing protein 3-like, C_PE_H_C_EE_H
742,19.57711694,24.87635858,3.026917579,8.218379896,2.06E-16,5.12E-14,LOC110060507,4,4_LOC110060507,LOC110060507,phenazine biosynthesis-like domain-containing protein, C_PE_H_C_EE_H
709,31.05002789,24.98440382,2.783921843,8.974534929,2.85E-19,1.46E-16,LOC110055875,4,4_LOC110055875,LOC110055875,"uncharacterized LOC110055875, transcript variant X2", C_PE_H_C_EE_H
146,185.7638508,25.35717859,4.943832185,5.129053261,2.91E-07,3.17E-05,LOC110060064,1,1_LOC110060064,LOC110060064,uncharacterized LOC110060064, C_EE_H_D_EE_H
718,28.86731509,25.45896428,2.916740787,8.728565935,2.58E-18,1.02E-15,LOC110054551,4,4_LOC110054551,LOC110054551,"glutamate dehydrogenase, mitochondrial-like", C_PE_H_C_EE_H
981,4.353835066,25.71056775,5.020714025,5.120898666,3.04E-07,1.59E-05,LOC110065008,4,4_LOC110065008,LOC110065008,"D(3) dopamine receptor-like, transcript variant X1", C_PE_H_C_EE_H
728,22.24875319,25.71405692,3.039642686,8.459565672,2.68E-17,8.47E-15,LOC110045257,4,4_LOC110045257,LOC110045257,alpha-1D adrenergic receptor-like, C_PE_H_C_EE_H
658,50.63163942,25.94224062,2.022813564,12.82483027,1.19E-37,9.46E-34,LOC110041679,3,3_LOC110041679,LOC110041679,"uncharacterized LOC110041679, transcript variant X1", C_PE_D_D_EE_D
872,8.974013359,26.15005019,4.091579718,6.391186778,1.65E-10,1.35E-08,LOC110058106,4,4_LOC110058106,LOC110058106,uncharacterized LOC110058106, C_PE_H_C_EE_H
765,12.85238276,26.24243104,3.345073267,7.845099029,4.33E-15,7.90E-13,LOC110063037,4,4_LOC110063037,LOC110063037,"uncharacterized LOC110063037, transcript variant X1", C_PE_H_C_EE_H
589,8.437325109,26.53773339,5.398071096,4.916151142,8.83E-07,9.03E-05,LOC110065112,2,2_LOC110065112,LOC110065112,uncharacterized LOC110065112, D_EE_D_D_EE_H
741,19.81314115,27.03774532,3.284239945,8.232573069,1.83E-16,4.62E-14,LOC110056301,4,4_LOC110056301,LOC110056301,UNC93-like protein MFSD11, C_PE_H_C_EE_H
993,2.681002087,28.09936231,5.692098267,4.936556081,7.95E-07,4.01E-05,LOC110042365,4,4_LOC110042365,LOC110042365,uncharacterized LOC110042365, C_PE_H_C_EE_H
626,4.996980597,28.11060639,6.78884274,4.140706666,3.46E-05,0.002850808,LOC110047813,2,2_LOC110047813,LOC110047813,protein FAM173B-like, D_EE_D_D_EE_H
740,14.0969625,29.06306977,3.525166781,8.244452414,1.66E-16,4.25E-14,LOC110068550,4,4_LOC110068550,LOC110068550,D-inositol 3-phosphate glycosyltransferase-like, C_PE_H_C_EE_H
982,15.0213022,29.0791286,5.691016299,5.109654773,3.23E-07,1.69E-05,LOC110049037,4,4_LOC110049037,LOC110049037,uncharacterized LOC110049037, C_PE_H_C_EE_H
819,4.817511735,29.11979873,4.195915879,6.940033969,3.92E-12,4.42E-10,LOC110040700,4,4_LOC110040700,LOC110040700,"beta-1,4-N-acetylgalactosaminyltransferase 3-like", C_PE_H_C_EE_H
826,4.422355058,29.28944943,4.29396982,6.821065508,9.04E-12,9.70E-10,LOC110043946,4,4_LOC110043946,LOC110043946,melanocortin receptor 4-like, C_PE_H_C_EE_H
504,17.14764936,29.57662325,4.511209682,6.556251059,5.52E-11,1.23E-08,LOC110052891,2,2_LOC110052891,LOC110052891,sacsin-like, D_EE_D_D_EE_H
975,1.763108736,29.80626869,5.691985451,5.236532832,1.64E-07,8.75E-06,LOC110069315,4,4_LOC110069315,LOC110069315,uncharacterized LOC110069315, C_PE_H_C_EE_H
973,1.966050336,29.84626785,5.692219596,5.243344418,1.58E-07,8.49E-06,LOC110065214,4,4_LOC110065214,LOC110065214,heat shock 70 kDa protein 12A-like, C_PE_H_C_EE_H
919,3.484472985,29.923574,5.136867849,5.825256729,5.70E-09,3.76E-07,LOC110066206,4,4_LOC110066206,LOC110066206,BTB/POZ domain-containing protein 6-like, C_PE_H_C_EE_H
762,3.791031949,29.95858603,3.805197338,7.87307027,3.46E-15,6.55E-13,LOC110055700,4,4_LOC110055700,LOC110055700,AAC-rich mRNA clone AAC4 protein-like, C_PE_H_C_EE_H
798,10.02627736,29.98529091,4.11536686,7.286176891,3.19E-13,4.22E-11,LOC110046269,4,4_LOC110046269,LOC110046269,potassium voltage-gated channel subfamily D member 3-like, C_PE_H_C_EE_H
680,17.15070632,29.99988244,2.619837908,11.45104525,2.32E-30,1.85E-26,LOC110059708,4,4_LOC110059708,LOC110059708,"WD repeat-containing protein 59-like, transcript variant X1", C_PE_H_C_EE_H
471,22.55665089,31.64628252,4.106138835,7.70706588,1.29E-14,5.38E-12,LOC110056376,2,2_LOC110056376,LOC110056376,uncharacterized LOC110056376, D_EE_D_D_EE_H
480,15.93293761,31.91022521,4.401749515,7.249441409,4.18E-13,1.39E-10,LOC110043480,2,2_LOC110043480,LOC110043480,tumor necrosis factor receptor superfamily member 27-like, D_EE_D_D_EE_H
500,15.34453974,32.56732783,4.875608104,6.679644289,2.40E-11,5.68E-09,LOC110062593,2,2_LOC110062593,LOC110062593,receptor-type tyrosine-protein phosphatase R-like, D_EE_D_D_EE_H
519,9.552111504,32.8423105,5.235218258,6.273341221,3.53E-10,6.53E-08,LOC110053869,2,2_LOC110053869,LOC110053869,uncharacterized LOC110053869, D_EE_D_D_EE_H
476,8.777416147,32.85773433,4.412003978,7.447349207,9.52E-14,3.52E-11,LOC110042472,2,2_LOC110042472,LOC110042472,uncharacterized LOC110042472, D_EE_D_D_EE_H
576,18.72425984,33.20976689,6.400191963,5.188870441,2.12E-07,2.35E-05,LOC110067870,2,2_LOC110067870,LOC110067870,polycystic kidney disease protein 1-like 3, D_EE_D_D_EE_H
497,7.512101115,33.45056121,4.921548655,6.796755159,1.07E-11,2.66E-09,LOC110053460,2,2_LOC110053460,LOC110053460,uncharacterized LOC110053460, D_EE_D_D_EE_H
602,3.662025027,33.56024009,7.071956757,4.74553808,2.08E-06,0.000195537,LOC110064503,2,2_LOC110064503,LOC110064503,uncharacterized LOC110064503, D_EE_D_D_EE_H
453,21.79876206,33.95266819,3.954143827,8.58660425,8.96E-18,7.12E-15,LOC110048539,2,2_LOC110048539,LOC110048539,uncharacterized LOC110048539, D_EE_D_D_EE_H
458,10.65137486,34.12943417,4.193391294,8.138862266,3.99E-16,2.54E-13,LOC110054371,2,2_LOC110054371,LOC110054371,uncharacterized LOC110054371, D_EE_D_D_EE_H
442,15.29580865,34.42395093,3.668937295,9.382540001,6.44E-21,1.14E-17,LOC110069143,2,2_LOC110069143,LOC110069143,"tensin-3-like, transcript variant X1", D_EE_D_D_EE_H
460,42.34002475,34.51227465,4.325499775,7.978794694,1.48E-15,8.70E-13,LOC110048391,2,2_LOC110048391,LOC110048391,uncharacterized LOC110048391, D_EE_D_D_EE_H
661,2.522286356,35.05050647,3.537497709,9.908276797,3.83E-23,1.22E-19,LOC110069478,3,3_LOC110069478,LOC110069478,"uncharacterized LOC110069478, transcript variant X1", C_PE_D_D_EE_D
495,11.33587953,35.12189525,5.135072636,6.839610214,7.94E-12,2.04E-09,LOC110041727,2,2_LOC110041727,LOC110041727,uncharacterized LOC110041727, D_EE_D_D_EE_H
449,10.01883545,35.36343811,4.01053709,8.817631484,1.17E-18,1.16E-15,LOC110052824,2,2_LOC110052824,LOC110052824,"synaptotagmin-7-like, transcript variant X1", D_EE_D_D_EE_H
469,12.74835016,35.46651964,4.579802515,7.744115499,9.62E-15,4.13E-12,LOC110043323,2,2_LOC110043323,LOC110043323,coiled-coil domain-containing protein 15-like, D_EE_D_D_EE_H
487,5.708759375,35.49830207,5.031982886,7.054535533,1.73E-12,5.10E-10,LOC110061335,2,2_LOC110061335,LOC110061335,fez family zinc finger protein 1-like, D_EE_D_D_EE_H
450,17.10320846,35.62574732,4.066746157,8.760258434,1.95E-18,1.82E-15,LOC110054147,2,2_LOC110054147,LOC110054147,serine/threonine-protein kinase CTR1-like, D_EE_D_D_EE_H
